SERIAL NO.,PRODUCT URL,PRODUCT NAME,PRODUCT PRICE,RATING,NUMBER OF REVIEWS,DESCRIPTION,ASIN,PRODUCT DESCRIPTION,DESCRIPTION.1
273,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTYyMDMzMjQ3MjM2MDA6MTY5Mjg4NDcwNDpzcF9idGY6MjAwOTc2MTIyMzE5OTg6OjA6Og&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC4B4VRM%2Fref%3Dsr_1_213_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884704%26sprefix%3Dba%252Caps%252C283%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","1,600",4.5,32,"
Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material; Wrinkle free bag and 3x more water resistant with Rainproof zippers
Right sized with sturdy stitching; Dimension: (28.6 cm x 17 cm x 46.1 cm)",B0BC4B4VRM,Not Available,Acefour Accessories Pvt. Ltd.
274,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTYyMDMzMjQ3MjM2MDA6MTY5Mjg4NDcwNDpzcF9idGY6MjAwMjE0Mjc5NzY2MDY6OjA6Og&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07C9XHZT1%2Fref%3Dsr_1_214_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884704%26sprefix%3Dba%252Caps%252C283%26sr%3D8-214-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"2,067",4.4,11.4K+,"
Care Instructions: Hand Wash Only
Outer Fabric: Durable PU coated Polyester Fabric. Inner Fabric: Strong PU coated polyester fabtic<br><br>
Well cushioned Laptop compartment for upto 15.6 inch Laptop, and spacious enagh to carry for two days cloths<br><br>
Style Name: Travel Backpacks; Pattern Name: Solid; Pocket Description: Utility Pocket; Age Range Description: Adult; Strap Type: Adjustable; Water Resistance Level: Water Resistant; Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Compartment Description: Up To 15 Inches<br>",B07C9XHZT1,"Stylish and Durable Spacious Laptop Backpack for Travel Killer LOUIS 15.6 inch laptop backpack is made of High grade water resistance PU coated polyester material that gives it strength and makes it durable for long-term use. It features 3 large well padded zippered compartments and One large easy access front pocket. Well padded laptop section fits upto 15.6 inch laptop, middle compartment is big enough to hold your office or weekend trip cloths or daily use belongings, front compartment with organizer section is to keep all official documents and small electronic gadgets, you can use it to store the charger, mouse, pen drive, notepad, pen and other essentials it also has one front zippered pockets for easy access items,. Killer LOUIS backpack features two mesh side pockets, where you can keep your water bottle or any other item for an quick access. Waterproof large Laptop Backpack Bag. Killer LOUIS laptop backpack is perfect laptop bag for you, its cushioned laptop pocket keep your laptop securely tight and protected while you are on the move. This laptop bag pack suits your style & is very comfortable to carry, its ergonomics and makes you forget the load you are carrying, well-padded shoulder straps ease the carrying Outer Fabric: Durable PU coated Linen Polyester Fabric. Compartments & Pockets: 3 main compartment, One front Pocket, Two side mesh pockets. Compatible laptop Size: Upto 15.6 inches. Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD).",KILLER
275,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTIyODcxNDg3OTEwNjAwOjE2OTI4ODQ3MTA6c3BfYXRmX25leHQ6MzAwMDEzNTE2NDI3MzMyOjowOjo&url=%2FBACDA-Laptop-Backpack-Multifunctional-Camouflage%2Fdp%2FB0BW8SM7Y7%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884710%26sprefix%3Dba%252Caps%252C283%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,BACDA Laptop Backpacks Casual 15L Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,839,5.0,6,"
Pattern Type : Two Color Combination || Closure Type : Zipper || Gender : Unisex
Material : Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps
Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry
Laptop Compartment/ Full Zip Can be Open/ Compact Size / Organizer Compartment
Capacity: 15 liters; Weight: 399 grams; Dimensions: 44 cms x 28 cms x 12 cms (LxWxH)",B0BW8SM7Y7,Not Available,BACDA
276,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTIyODcxNDg3OTEwNjAwOjE2OTI4ODQ3MTA6c3BfYXRmX25leHQ6MjAwMjczNDIxMTExMDQ6OjA6Og&url=%2FVictorinox-Altmont-Classic-Deluxe-Backpack%2Fdp%2FB0733K92QH%2Fref%3Dsr_1_210_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884710%26sprefix%3Dba%252Caps%252C283%26sr%3D8-210-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Victorinox,"5,940",4.3,101,"
Outer Material: Polyester, Color: Black
Water resistant
Capacity: 20 liters; Weight: 600 grams; Dimensions: 47 cms x 30 cms x 15 cms (LxWxH)
Number of compartments: 2
Laptop Compatibility: Yes, Laptop Size: 15.4 InchesStrap Type: Adjustable
Warranty type: Manufacturer; Global 10-Year Limited Warranty
Interior organization includes a file divider, two padded storage slots, two pen slots, card slots and a key fob",B0733K92QH,Not Available,Victorinox
277,https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1692884710&sprefix=ba%2Caps%2C283&sr=8-211,F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),"1,149",4.4,258,"
Both Professional and Stylish
Large zippered main compartment with laptop sleeve up to 17”.
Adjustable straps fit perfectly over the shoulders
Size-(LxHxW) Cm-(31x46x21) Cm
It Comes With the F Gear Promise of Quality",B071XJ6XV5,"If you have loads to carry around your search ends here. Here comes a bag which has three huge compartments. Designed keeping in mind the school children with loads of books apart from lunch boxes, water bottles and projects. This bag fits all. A very sturdy and strong bag comes with two bottle pouches and a stationery organizer. Laptop compartment also present. It can also be used as an overnight or a travel backpack for a few days. Comes with the F Gear promise of quality.",Uber Fashion Merchandise Pvt. Ltd.
278,https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1692884710&sprefix=ba%2Caps%2C283&sr=8-212,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),200,3.7,3.1K+,"
Non-toxic and soft fabric made from safe materials to be used by kids and Washable
Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag
Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one
color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L",B07QD1M3R9,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.,Rushi Enterprise
279,https://www.amazon.in/FALONG-Resistant-Sweat-Proof-Adjustable-Headphone/dp/B0C9HRR6NW/ref=sr_1_213?crid=2M096C61O4MLT&keywords=bags&qid=1692884710&sprefix=ba%2Caps%2C283&sr=8-213,"FALONG Waist Bag for Men & Women Water Resistant Running Waist Pack, Running Belt with Large Capacity, Sweat-Proof Adjustable Elastic Strap and Headphone Hole, Ideal for All Mobile Phones",320,4.7,8,"
【SOFT MATERIAL & FIRM FITTING】: The best Outdoor Running Belt You Can Find! Falong Gear Running Waist Bag is made of soft fabric, so it is very soft and breathable, fits comfortably to your body and doesn't bounce, ride up or chafe. Our Jogging Belt Phone Holder have more durable zipper than other brand, thousands of tests, keep smooth.
【ADJUSTABLE & FITS ALL SIZES】: Falong Gear Running Waist pack Fits waist sizes from 25"" to 55"" with elastic adjustable strap. There are three pouches: The main pouch 4.5 x 9in (HxL); 2 x Side Pouches 4.5 x 4.7in(HxL).
【LARGE CAPACITY】: Falong Gear Running Waist Bag is designed to help you free your hand when running. You can carry Smart phones, Key, Cash, Cards, earphone, passport and small valuables. This athletic waist pack fits all smart phones up to 7 inche screen, including iPhone Xs Max XR X 8,7Plus, Samsung Galaxy S9+ S8 Note 9,SONY, LG etc. A reflectible strip can keep you safe in darkness.
【WATER RESISTANT】: This Gym waist belt is sweat-proof and rain-proof. And the running fanny pack has a special HEADPHONE HOLE design, you can enjoy music all the time.
【SAFER and MORE COMFORTABLE TRAVELING】: THREE POCKETS Roomy running fanny pack for your valuables, put it around your waist, cover with shirt or jacket. Perfect for storing your essentials during large crowd events. Just GO for it, and you won't regret!
✅ Best Gifts for Men Women - Many ways to wear this fanny pack, You can wear it in front of your waist, back on your hip, slant across your chest or over your shoulder. A great ThanksGiving and Christmas Gift for Women Men. Enjoy Various Activities and Festival Hands-Free.",B0C9HRR6NW,Not Available,"ANUVRUTI ENTERPRISE , SURAT , GUJARAT - 395004"
280,https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0B1HM2ZGX/ref=sr_1_214?crid=2M096C61O4MLT&keywords=bags&qid=1692884710&sprefix=ba%2Caps%2C283&sr=8-214,Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,599,3.8,201,"
Care Instructions: Hand Wash Only
MADE OF DURABLE MATERIAL & SOLID : Made of Durable Nylon Fabric with metal zippers. Ensure a secure & long-lasting usage everyday & weekend. Serve you well as professional office work bag.<br><br>
WATER REPELLENT & MULTIPURPOSE : PADDED shoulder Straps offer LIGHT-WEIGHT Carrying, Perfects for business traveling, weekend getaways, shopping, professional office work and other outdoor activities. Also, a perfect college high school student backpack for Boys, girls, teens, women and men.<br><br>
FUNCTIONAL & SAFE : 2 Big Compartments to store more your belongs well and External pocket for Quick access to your basic needs like key, sun glasses and your other valuable items.<br><br>
LOTS OF STORAGE SPACE & POCKETS : One separate Notebook compartment.One spacious packing compartment roomy for daily necessities, Tech electronics accessories. With many pockets make your items organized and easier to find.<br><br>
Lining Description: Polyester; Pattern Name: Self Design; Pocket Description: Utility Pocket; Material Type: Polyester; Color Name: Navy Blue; Age Range Description: Adult; Special Features: Back Padding<br>",B0B1HM2ZGX,"Mrtucci Casual Laptop Backpack Practical trend backpack, both very convenient to incorporate digital equipment, but also to give you large capacity main pockets to put some clothes, some books, bottle or something else. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior quality Nylon fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. This bag will last for many years. Comfortable: breathable mesh and wide shoulder straps with plentiful sponge padding help relieve the stress from your shoulder. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well and there are two compartments and reduced burden system designed.",Martuci
281,https://www.amazon.in/Right-Choice-Stylish-College-Backpack/dp/B07ZVXDHCK/ref=sr_1_215?crid=2M096C61O4MLT&keywords=bags&qid=1692884710&sprefix=ba%2Caps%2C283&sr=8-215,RIGHT CHOICE quality stylish casual backpack daily use unisex typography college bags (Boys and Girls),315,3.5,986,"
Care Instructions: Hand Wash Only
Closure Type: Zipper; Special Features: Back Padding; Subject Character: Wall-E; Age Range Description: Kid<br>; Age Range Description: Kid; Subject Character: Wall-E; Closure Type: Zipper<br><br> <br>
Strap Type: Double Handle; Water Resistance Level: Water Resistant<br><br> <br>
Material Type: Polyester; Lining Description: Polyester; Age Range Description: Baby <br>",B07ZVXDHCK,"A stylish bag that always looks as good as you do. Comfortable to carry without compromising on style/fashion. It is designed to be convenient, and has safe storage. Makes a standout addition to your collection",Right Choice
282,https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_216?crid=2M096C61O4MLT&keywords=bags&qid=1692884710&sprefix=ba%2Caps%2C283&sr=8-216,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"1,399",4.1,503,"
PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class.
PERFECT FIT: This bag is suitable for upto 15.6 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock.
SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.
TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag.
QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.",B09RK6NCGC,Not Available,Trajectory Marketing LLP
